location,total_sqft,price,bhk
other,1350,48.6,3
Horamavu Banaswadi,1254,47,2
Haralur Road,1255,115,3
CV Raman Nagar,1051,61,2
other,1200,205,3
Uttarahalli,1099,65,2
Hebbal,2650,199,3
other,2000,160,4
Yeshwanthpur,1541,130,2
Sarjapur  Road,1200,70,3
Whitefield,1125,45,2
Vittasandra,1650,85,3
other,834,62,1
Gollarapalya Hosahalli,1320,60,3
Malleshpalya,1200,149,3
other,1000,160,8
Mysore Road,1500,74,3
Whitefield,4400,500,4
other,600,52,1
Whitefield,1180,70,2
Kadugodi,1010,50,2
Channasandra,1070,38,2
Choodasandra,1580,105,3
other,1200,325,4
Green Glen Layout,2000,165,3
Iblur Village,1920,130,3
Sanjay nagar,1200,76,3
Kalena Agrahara,1040,45,2
Hulimavu,1430,90,3
Uttarahalli,1215,52.85,3
Domlur,650,70,1
Thanisandra,1564,105,3
other,800,52,3
Hormavu,750,58,2
Kasavanhalli,1200,60,2
Raja Rajeshwari Nagar,1128,48.79,2
Begur Road,1200,44.4,2
other,2000,135,4
other,2750,260,3
other,2400,480,4
Yelahanka,1650,105,3
1st Block Jayanagar,1235,148,2
Yelahanka,1200,55,2
other,900,100,6
Kengeri Satellite Town,985,42,2
Ramagondanahalli,1475,63,3
Hebbal,3450,348,3
Sarjapur  Road,1157,53.99,3
other,900,35,2
Gottigere,2500,120,4
GM Palaya,1030,60,2
other,1000,46,2
Sarjapur  Road,3800,325,4
Kasavanhalli,4260,333,4
Brookefield,1950,175,5
Kudlu,1570,65.94,3
Kanakapura,1283,68,2
Electronic City Phase II,875,40,3
other,1200,52,2
HAL 2nd Stage,2700,500,3
Konanakunte,2400,180,3
Kathriguppe,1250,68.75,3
Old Madras Road,3630,196,4
Yelahanka,990,37.62,2
Panathur,1199,85,2
other,1280,90,2
1st Block Jayanagar,2750,413,4
other,1190,55,2
Yelachenahalli,1100,60,2
other,2075,175,3
Harlur,1133,55,2
Somasundara Palya,2400,140,4
Whitefield,1280,69,2
Horamavu Agara,1250,65,3
Begur Road,1565,49.3,3
other,1900,65,3
Munnekollal,1080,45,2
Battarahalli,600,47,1
other,1240,180,3
HRBR Layout,1335,87,3
Vittasandra,1246,67.3,2
JP Nagar,3496.5,237.5,3
Sarjapur  Road,1385,55,3
other,1578,73.9,3
HSR Layout,1140,46,2
Sarjapur  Road,1700,79.9,3
other,1050,90,4
Vidyaranyapura,1120,70,2
Electronic City,435,22,1
Magadi Road,1116,51.89,2
Old Madras Road,1480,95,3
Hormavu,1000,50,2
HSR Layout,1145,46,2
Bommasandra,800,32,2
Thanisandra,1265,83,2
Devanahalli,1700,88.2,3
other,1475,70,2
BTM 2nd Stage,1265,55,2
Anandapura,1200,58,2
1st Phase JP Nagar,2180,210,3
Brookefield,1080,50,2
Whitefield,2023,130,3
other,2400,125,2
Kadubeesanahalli,1545,66,3
Kalena Agrahara,1804,166,3
other,1200,200,2
6th Phase JP Nagar,1350,58,3
Hoodi,1108,74.23,2
Marathahalli,1730,115,3
other,1427,70,3
Yelahanka,935,35.53,2
Sarjapura - Attibele Road,1073,31.77,2
Ananth Nagar,960,37,2
Thigalarapalya,2215,150,3
Electronic City Phase II,1125,32.49,2
Brookefield,1230,55,2
Mahadevpura,1438,89,2
7th Phase JP Nagar,1080,75,2
Hebbal Kempapura,1200,125,3
Marathahalli,1200,103,2
Uttarahalli,1590,58,3
other,1350,68,3
Raja Rajeshwari Nagar,1400,48,3
Kaggadasapura,1560,72,3
Mallasandra,1810,57,4
other,2274.24,160,3
Sonnenahalli,1484,74.18,3
Indira Nagar,1650,220,3
other,1455,55,3
Thanisandra,2280,184,3
other,4900,980,5
Frazer Town,2079,220,3
Bharathi Nagar,1351,74,2
Kanakpura Road,1223,42.81,3
KR Puram,1430,61,3
Whitefield,3589,400,4
Electronic City Phase II,1310,37.83,3
Channasandra,1800,300,4
Giri Nagar,1120,175,4
Sarjapur  Road,984,55,2
Jalahalli,1770,100,3
other,900,105,2
Ramamurthy Nagar,1350,120,5
Bhoganhalli,1447,75.97,2
Margondanahalli,1140,60,2
Bommanahalli,1170,34,2
Poorna Pragna Layout,1160,46.39,2
Kanakpura Road,1296,89,2
other,1570,80,3
other,1495,65,3
Hoodi,1530,67,3
Rajaji Nagar,900,140,5
Gunjur,1800,70,3
Bellandur,1088,48,2
Hosa Road,1533,98.18,3
Rachenahalli,1100,68,2
Thubarahalli,1540,90,3
Hebbal,1244,48,2
Hosa Road,1040,68.59,2
other,1034,101,6
Begur Road,1260,39.69,2
Uttarahalli,1180,41.3,2
Thigalarapalya,1245,100,2
other,1350,75,3
other,1464,56,3
other,470,10,1
Vijayanagar,920,60,2
other,2300,160,6
Sarjapur,1124,30.35,2
Yelahanka New Town,2095,109,4
Begur Road,1100,71.42,2
Vijayanagar,1019,58,2
Harlur,1756,128,3
Bommasandra,1280,50,3
Kenchenahalli,1200,125,4
Indira Nagar,1700,150,3
Whitefield,2134,118,3
Hosa Road,1369.1,98,2
Subramanyapura,600,69,3
other,1313,150,3
other,2515,155,3
Thigalarapalya,2215,154,3
other,1440,72,3
Hennur Road,1186,55.33,3
Uttarahalli,1350,47.24,3
Hebbal,1800,140,3
Kudlu,1600,79,3
GM Palaya,1000,35,2
Cunningham Road,2275,285,3
Banashankari Stage III,1305,59,3
Binny Pete,1740,150,3
Malleshwaram,900,90,2
Benson Town,1567,140,2
Kambipura,1082,45.5,3
Nagarbhavi,1050,80,2
other,1200,56,2
Begur,3500,185,3
Dasarahalli,1220,52,2
Binny Pete,1970,164,3
other,2665,350,3
Kanakapura,2130,120,4
Harlur,1749,120,3
Subramanyapura,1260,108,2
6th Phase JP Nagar,1170,120,2
other,1670,75,3
Hennur Road,2264,168,3
other,3500,450,4
Begur,1100,55,2
Chandapura,674,19.9,2
Koramangala,1320,160,2
Vishveshwarya Layout,600,85,4
Electronics City Phase 1,1125,65,2
Nagavara,1125,44.5,2
other,700,29,2
BTM Layout,1300,75,3
JP Nagar,1600,83,3
Magadi Road,1052,60,3
other,1140,145,4
Devarachikkanahalli,1130,36,2
other,1140,225,4
BTM 2nd Stage,2200,220,3
Electronic City,1500,63,3
Old Madras Road,1350,47.25,3
Gottigere,1230,52,3
Haralur Road,1520,85,3
Kanakpura Road,525,26.25,1
Hosa Road,1040,61,2
other,1300,67,3
Old Airport Road,2690,201,4
Domlur,780,70,1
Panathur,1140,51.2,2
Chandapura,1225,33.08,3
Nagavarapalya,646,25.84,1
Cox Town,1600,150,3
Kadugodi,1890,125,3
Kadugodi,1050,34,2
other,1200,100,6
Whitefield,1458,62,3
other,1200,86,5
Green Glen Layout,1970,160,3
Whitefield,1808,80,3
Balagere,1007,67,2
Doddathoguru,1105,50,2
Lakshminarayana Pura,1700,150,3
Raja Rajeshwari Nagar,1170,50,2
Chandapura,1080,45,2
Kaggalipura,1150,62,3
Ramamurthy Nagar,1200,57.9,2
other,1200,54,2
Kudlu Gate,1656,75,3
other,600,87,4
KR Puram,1040,50,2
Hosur Road,1085,33.7,2
other,1215,49.75,3
NRI Layout,2150,115,4
Hoodi,1100,120,4
Panathur,1210,77,2
other,1050,55,2
other,600,70,3
Iblur Village,1920,150,3
Uttarahalli,1250,50,3
Mysore Road,947.55,80,2
Malleshpalya,1421,90,2
other,1050,155,6
Old Madras Road,1425,74.31,3
Budigere,1162,58,2
Whitefield,905,60,1
Sarjapur  Road,914,32,2
other,1258,58,2
CV Raman Nagar,1100,220,4
Hormavu,3500,289,4
Poorna Pragna Layout,2400,450,7
Ramagondanahalli,4200,800,4
Whitefield,1537,70,3
Chikkalasandra,1230,53.51,3
other,2400,300,6
Malleshwaram,2250,200,3
Hosur Road,2000,69,4
other,3000,130,8
Kumaraswami Layout,2600,325,4
Indira Nagar,3200,250,4
Anjanapura,950,32,2
Marathahalli,4000,200,4
Yelahanka,1282,48.72,3
Banashankari Stage III,1304,111,2
7th Phase JP Nagar,2100,200,3
Jakkur,1220,49,3
Budigere,1636,85,3
7th Phase JP Nagar,1415,65,3
Green Glen Layout,1728,125,3
7th Phase JP Nagar,1680,125,3
other,1235,140,2
Yelachenahalli,900,115,4
Yelahanka,3990,260,4
Kasavanhalli,1495,83,2
Hennur Road,1500,175,5
Yeshwanthpur,2501,138,3
Kanakpura Road,381,28,1
other,3301.8,570,4
Hennur Road,2002,120,3
other,3200,260,3
Banjara Layout,1200,70,2
Sarjapur  Road,1500,235,4
Bommasandra,1942,90,3
Electronics City Phase 1,1522.5,60.75,3
other,660,95,1
Banashankari Stage III,1200,170,4
other,1450,90,3
Electronic City,1039,50,2
Old Madras Road,1210,80,2
Attibele,995,24.88,2
Yelahanka,1620,90,3
Choodasandra,3204,395,3
Hebbal Kempapura,3408,260,3
Marathahalli,1314,55,2
Bisuvanahalli,945,33,2
Nehru Nagar,1374,72,3
Kanakpura Road,1603,113,3
Kengeri,1230,52,3
Basavangudi,670,50,1
Sarjapur  Road,1864,105,4
Hosa Road,2500,100,3
Raja Rajeshwari Nagar,1625,54,3
Whitefield,1186,55,2
KR Puram,1500,382,8
Electronic City,770,39.9,2
Varthur,1085,45,2
other,3754,480,4
other,1893,115,3
other,600,65,4
Kundalahalli,1496,78,3
Chandapura,1305,33.28,3
Electronics City Phase 1,1550,82,3
Marathahalli,1200,58.17,3
Badavala Nagar,1494,94.55,3
Electronic City Phase II,1286,69,2
other,600,100,3
Hebbal,1860,95,3
other,425,750,1
Haralur Road,1243,45,2
Brookefield,1200,75,2
Sarjapur,1044,32,2
7th Phase JP Nagar,1040,41.59,2
8th Phase JP Nagar,1125,36.94,2
Cunningham Road,3489,662,3
Subramanyapura,1278,59,3
other,2400,98,6
other,1250,43,2
Vijayanagar,2400,125,5
KR Puram,4166,560,5
Lakshminarayana Pura,1210,75,2
8th Phase JP Nagar,1200,110,4
Sarjapur  Road,1157,57.84,3
Raja Rajeshwari Nagar,1185,51.15,2
Kalena Agrahara,1450,100,3
Old Madras Road,1859,121,3
Rajaji Nagar,1763,262,2
Attibele,900,25,2
Ramamurthy Nagar,1305,60,3
other,1200,100,3
Thanisandra,784,35.285,1
Sarjapur  Road,1150,36.8,2
Whitefield,1806,85,3
Kudlu,1027,42,2
Uttarahalli,1002,40.08,2
Electronic City Phase II,1220,36.21,3
Whitefield,1109,35.22,2
Uttarahalli,1002,40.08,2
Narayanapura,1308,89.04,2
Hennur Road,1232,69.6,2
Haralur Road,1027,44,2
Kalyan nagar,1250,65,2
other,900,170,6
KR Puram,960,80,4
Raja Rajeshwari Nagar,1255,53.87,2
Akshaya Nagar,1434,84,3
Doddathoguru,925,30,2
Jakkur,1858,123,3
other,1205,70,2
other,1500,90,3
other,1200,200,3
Mysore Road,1020,48.95,2
Thanisandra,965,56,2
7th Phase JP Nagar,1800,270,5
other,1200,90,6
Battarahalli,1636,82.89,2
Kundalahalli,1724,125,3
Whitefield,1216,67,2
Yelahanka,654,36.25,1
Chikkabanavar,2460,80,4
other,1190,41,2
other,1200,180,7
Budigere,1636,92,3
Hennur Road,1195,73,2
Nagavara,2400,251,3
other,1250,67,2
Whitefield,1452,90,3
Thanisandra,1546,95,3
Sarjapur  Road,3385.5,142,4
Indira Nagar,1440,275,3
other,2260,80,2
other,2700,90,4
Indira Nagar,1475,171,2
JP Nagar,3000,150,4
other,375,26,1
Balagere,1007,66,2
other,5422,1900,4
Hennur Road,1020,47,2
other,1000,150,2
other,800,59.5,2
other,1200,95,5
Marathahalli,1125,55,2
Kudlu Gate,1150,140,9
other,909,43,3
Whitefield,2850,240,4
other,1400,85,2
Kadugodi,1152,61,2
Subramanyapura,958,34.49,2
Whitefield,1150,55,2
Old Madras Road,2990,173,3
Bellandur,1310,85,2
Hosur Road,1590,126,3
Green Glen Layout,1645,110,3
other,1800,100,3
Thanisandra,1795,150,3
8th Phase JP Nagar,1100,35,2
Thanisandra,777,38.535,1
other,925,70,2
Basavangudi,1542.14,120,3
Konanakunte,3746,375,4
Thanisandra,1430,54,3
Bommanahalli,1020,55,2
other,750,42,4
Electronic City Phase II,1140,32.92,2
Anekal,967,45,3
Hebbal,2470,203,4
other,850,35.5,2
other,1100,32,2
Thanisandra,1697,110,3
Varthur,1250,47,2
Gottigere,1120,50,2
NRI Layout,1200,95,4
Hennur Road,5100,375,5
other,2400,480,4
Hebbal,1200,52,2
7th Phase JP Nagar,1100,44,2
Devarachikkanahalli,1417,76,3
Thanisandra,1492,88,3
Devanahalli,1498,79.15,3
other,3500,350,4
Kundalahalli,1010,48.27,2
Hennur,1255,53.5,2
Channasandra,1050,35,2
Hegde Nagar,1847,125,3
other,1200,55,2
Bellandur,982,37.28,2
Hegde Nagar,2144.6,145,3
Kengeri,750,36.5,2
Electronic City,919,35,2
Budigere,1087,54.3,2
other,1480,74,3
Tindlu,1180,52,2
other,2100,255,3
Jigani,1221,65,3
Haralur Road,1194,46,2
Thanisandra,2072,122,3
Whitefield,1600,69,3
Sahakara Nagar,2200,98,3
Rajaji Nagar,1640,220,3
Kaikondrahalli,1253,81.5,2
Hennur Road,1061,54.92,2
Marathahalli,1950,115,3
Marathahalli,1250,68,2
Hennur Road,1585,80,3
Kanakpura Road,1452,60.98,3
Kammasandra,1015,37,2
Begur Road,2464.5,118,4
Marathahalli,1125,56.8,2
Electronic City Phase II,1116,40,2
other,400,35,1
Kasavanhalli,4000,325,4
Hebbal,3900,410,4
Old Madras Road,1300,100,2
Raja Rajeshwari Nagar,1419,60.42,2
other,1310,55,3
Thigalarapalya,2072,152,3
Kaggadasapura,1240,58.58,2
Chamrajpet,1565,98.91,3
Budigere,1820,89,3
Gubbalala,2500,88,3
KR Puram,3657,310,5
Hosa Road,1245,62,2
GM Palaya,1315,65,3
Kenchenahalli,1410,73,3
Dasarahalli,1375,60,2
Old Madras Road,1299,95,2
other,993,45.5,2
Bommasandra Industrial Area,1200,45,2
other,985,156,2
other,2400,180,4
Hebbal,1255,95,3
Hoodi,1655,131,3
Whitefield,2830,190,4
other,6000,276,1
Electronic City,550,15,2
other,825,40,1
Begur Road,1634,111,3
Kogilu,1200,105,8
Banaswadi,1222,80,2
Gottigere,1500,63,3
Akshaya Nagar,1890,100,3
Hegde Nagar,3750,375,4
Hulimavu,850,39.5,2
Whitefield,1295,78.5,2
Sarjapur  Road,1320,100,2
ISRO Layout,950,179,4
Hebbal,1200,225,4
2nd Stage Nagarbhavi,3000,170,4
Harlur,1197,82,2
other,1320,60,3
Billekahalli,1180,98.5,5
Whitefield,840,57.6,1
Whitefield,640,19.83,1
Raja Rajeshwari Nagar,1693,71.38,3
Kodihalli,1000,62,2
Babusapalaya,1305,70,2
Kodichikkanahalli,450,18,1
CV Raman Nagar,705,57,1
other,750,75,4
Tumkur Road,4800,150,5
other,5000,600,4
Gubbalala,5000,425,4
Whitefield,1991,104,3
Battarahalli,1779,90,3
Whitefield,10200,1250,4
Banaswadi,870,38,2
Thanisandra,1595,120,3
Kanakpura Road,525,26,1
Ramamurthy Nagar,945,120,4
other,2400,420,6
Iblur Village,2000,138,3
Yelahanka,1614,93,3
Gottigere,1200,40,2
Electronic City Phase II,1150,46,3
Indira Nagar,3200,440,4
Sonnenahalli,1610,80.48,3
Whitefield,1190,41,2
other,1050,50,2
other,4800,420,4
7th Phase JP Nagar,1460,97,3
other,3400,400,3
other,600,33,1
other,1569,70,3
other,2600,147,3
Electronics City Phase 1,645,42.5,1
other,1200,180,4
Nagarbhavi,800,95,3
Mico Layout,800,80,2
Marathahalli,1350,90,2
BTM 2nd Stage,2780,325,3
other,1410,45.12,3
Whitefield,1109,35.47,2
other,2000,1063,4
other,800,72,1
Bannerghatta Road,1215,68,2
Basaveshwara Nagar,1230,250,8
Prithvi Layout,2273,192,3
Varthur Road,1255,52.76,2
other,1020,49,2
other,1225,82,3
Singasandra,1120,60,2
other,2400,625,5
Kasavanhalli,1225,69,3
Whitefield,5200,242,4
Indira Nagar,4000,700,4
Sarjapur  Road,1984,145,3
Old Madras Road,2425,197,3
ITPL,1200,56.12,3
Bommasandra,1127,45,2
Whitefield,1655,97,3
Ananth Nagar,500,14,1
Varthur,1200,68.38,3
Kaggadasapura,1000,43,2
CV Raman Nagar,1225,47.88,2
Hormavu,1350,45,2
Nagarbhavi,600,95,4
Sahakara Nagar,1175,49,2
other,655,27,1
Hosa Road,1311,84.86,3
Banashankari Stage VI,600,90,3
CV Raman Nagar,1000,38.5,2
other,1196,96,2
Kanakpura Road,1050,59,3
Somasundara Palya,1275,52,3
other,927,50,2
Varthur,1520,61,3
other,2400,395,4
Hebbal,1333,104,2
other,600,18,1
Abbigere,1326,34.8,3
Sarjapur  Road,1773.5,85.125,3
Koramangala,1370,125,2
Koramangala,1100,85,2
Haralur Road,1650,100,3
Kasavanhalli,1917,132,3
other,780,75,3
Billekahalli,950,58.11,2
other,1175,48.72,2
8th Phase JP Nagar,1089,43.55,2
Kalena Agrahara,1804,175,3
Hoodi,1257,68.5,2
Sarjapur,650,19.87,1
Whitefield,1850,150,3
other,2800,200,4
Vidyaranyapura,945,40,2
Koramangala,1161,63.85,2
Banashankari Stage V,1630,51.35,3
Jalahalli,1310,60,3
other,750,28,2
Whitefield,1200,67.77,3
other,1000,45,2
Old Madras Road,4000,225,4
Nagavara,1315,70,2
Sahakara Nagar,1370,90,3
Ulsoor,1200,150,5
Bellandur,1465,90,2
JP Nagar,20000,175,3
Electronic City,1128,64,2
Padmanabhanagar,1250,70,3
Hebbal,1645,117,3
Horamavu Agara,1284,75,3
Hebbal,2600,199,3
Kodigehalli,1820,150,3
Haralur Road,1580,73,3
Akshaya Nagar,2650,125,3
Bannerghatta Road,1215,68,2
Uttarahalli,1075,40,2
R.T. Nagar,1400,78,3
Subramanyapura,1400,55,3
Bisuvanahalli,845,30,2
Hegde Nagar,2600,40,4
Sarjapur,3854.5,385.5,4
other,800,85,2
Panathur,1199,85,2
Gunjur,1175,43.48,2
Sahakara Nagar,2400,270,3
Bellandur,1767,109,3
Sarjapur  Road,1800,90,4
Talaghattapura,1856,135,3
R.T. Nagar,1200,140,3
Rajaji Nagar,1613,150,3
Jakkur,6830,795,4
Whitefield,1290,90,2
Kasavanhalli,1375,78,2
other,985,57,2
other,1200,200,4
Singasandra,1099,37.5,2
Electronic City,605,13.31,1
other,6000,150,11
other,3600,160,7
Marathahalli,1200,53,2
Hulimavu,1000,45,2
Electronic City,1159,38,3
Sarjapur  Road,3692,340,5
other,600,80,2
other,2400,600,4
BTM Layout,1540,78,3
other,1503,93,3
Ambedkar Nagar,1850,120,3
Uttarahalli,1580,60,3
Mico Layout,1190,39.25,2
other,1200,61,2
HAL 2nd Stage,1000,250,7
Jakkur,850,19.9,2
Domlur,2180,285,3
other,2500,60,3
ITPL,1200,56.12,3
other,1500,52,3
other,1200,180,5
Thanisandra,1880,120,3
Padmanabhanagar,1150,45,2
Kasavanhalli,4408,344,4
Bellandur,924,35.11,2
Sarjapur  Road,7800,385,5
Kumaraswami Layout,600,100,6
other,750,95,4
Karuna Nagar,1962,175,3
2nd Stage Nagarbhavi,1200,240,5
other,1765,77.27,3
Attibele,1174,29.35,2
Bannerghatta Road,1894,115,3
Ramamurthy Nagar,960,138,4
Sector 7 HSR Layout,1760,142,3
other,1768,95,3
Kothanur,1790,97,3
other,3500,800,4
Whitefield,1200,45,2
Kengeri,2540,160,4
Mahadevpura,1137,53.4,2
Jakkur,3181,229,4
other,1200,115,7
Mysore Road,1568,100,3
Devanahalli,4920,393.5,4
AECS Layout,1308,60,2
other,3060,350,4
Bisuvanahalli,1200,41,3
other,800,32,1
Electronic City,530,13.5,1
Bisuvanahalli,873,40,3
other,3000,145,7
other,1200,235,4
Subramanyapura,958,33.53,2
Thigalarapalya,2072,160,3
Talaghattapura,2273,159,3
Banashankari Stage VI,600,90,3
Thanisandra,760,50,1
Dommasandra,1090,43.5,2
Thigalarapalya,2072,155,3
Bellandur,2666,230,3
Sarjapur  Road,1550,89,3
Ramagondanahalli,1251,50,2
Electronic City,1070,53,2
Kalena Agrahara,1200,45,2
CV Raman Nagar,1435,60,3
Bommasandra,1400,45,3
Judicial Layout,2330,94.71,4
Thanisandra,1200,60,2
Panathur,1000,40,2
Bannerghatta Road,1655,62.89,3
Raja Rajeshwari Nagar,3600,240,9
other,600,35,1
Electronics City Phase 1,1175,50,2
Uttarahalli,1155,40.43,2
Magadi Road,1200,98,3
Budigere,1149,65,2
Jakkur,1745,98.485,3
Choodasandra,3200,375,4
other,1010,55,2
Hegde Nagar,1718,119,3
other,650,20,2
Banashankari,1330,77,2
Hormavu,1200,68,2
Bannerghatta Road,1693,89,3
Koramangala,1249,165,2
Thanisandra,1800,125,3
Margondanahalli,900,55,2
NGR Layout,1020,46,2
Amruthahalli,1700,77,3
Panathur,661,40,1
Bannerghatta Road,1280,60.16,2
other,1000,90,5
Hosur Road,1170,48,2
Thanisandra,933,58,1
Sarjapur  Road,1150,44,2
Benson Town,3633,550,4
Rajaji Nagar,1380,130,3
Banjara Layout,1050,64.8,2
other,1080,37.8,2
Harlur,1303,90,2
Raja Rajeshwari Nagar,1196,40.54,2
Nagarbhavi,2500,180,5
Sarjapur  Road,1200,95,5
Bommanahalli,1250,41,3
Akshaya Nagar,1419,87,3
Banashankari,1200,49,2
7th Phase JP Nagar,1120,65,2
Electronics City Phase 1,762.5,45.4,1
Electronics City Phase 1,1245,75,2
other,3978,428,4
Channasandra,1093,34,2
Electronic City,1025,26.63,2
Hebbal,1345,97,2
other,1500,45,2
Vijayanagar,1180,86,2
NGR Layout,1020,48.45,2
other,1800,85,3
Konanakunte,3621,511,4
other,2008,170,3
Kothannur,1240,39.85,3
CV Raman Nagar,1020,55,2
other,2095,142,3
Gunjur,1362,62.63,3
Yelahanka,694,30.84,1
Vittasandra,1404,70,2
Electronic City Phase II,1192,47,3
other,1850,300,8
Mahalakshmi Layout,1050,35,4
Vittasandra,1259,67.48,2
Kengeri,1000,34,2
Rachenahalli,985,49.97,2
Indira Nagar,850,60,1
Uttarahalli,1650,50,3
Rajaji Nagar,2400,320,5
Sarjapur  Road,1900,180,3
Ambedkar Nagar,1367,86,2
Rajaji Nagar,1210,81,3
other,1190,48.6,2
Sarjapur,1175,42,2
R.T. Nagar,2800,400,4
Whitefield,1140,40,2
Hoskote,1095,33.6,2
Attibele,782,19.55,1
Gubbalala,1435,80,3
Choodasandra,725,36,2
other,1600,88,3
9th Phase JP Nagar,1200,160,5
Hosakerehalli,3205,300,4
Vishwapriya Layout,720,95,4
Nehru Nagar,1674,90,3
other,860,125,4
Haralur Road,1243,46,2
Kanakpura Road,1703,130,3
Padmanabhanagar,1350,71.55,3
Horamavu Agara,1145,41.21,2
Whitefield,1216,75,2
7th Phase JP Nagar,1100,60,2
Sarjapur  Road,2425,201,4
Kothanur,2700,175,4
Raja Rajeshwari Nagar,1196,40.54,2
Kanakpura Road,1600,90,3
Banashankari Stage V,1510,47.57,3
Hosakerehalli,3033,326,4
Pai Layout,780,72,2
Haralur Road,1194,47,2
Banashankari Stage II,1250,110,2
Sarjapur  Road,1480,169,5
Horamavu Agara,1250,100,4
other,1350,160,4
Laggere,620,48,1
Raja Rajeshwari Nagar,1630,60.65,3
Hennur Road,1020,45,2
Hosakerehalli,1410,53.58,3
Bhoganhalli,1181.7,100,2
other,1200,270,9
Sarjapur  Road,1691,113,3
KR Puram,1200,83,4
Banaswadi,1200,60,2
Old Airport Road,1050,50,2
Kathriguppe,1300,77.99,3
Whitefield,1356,94.84,2
Whitefield,1338,103,2
other,500,20,1
other,1280,100,3
Raja Rajeshwari Nagar,1531,51.77,3
other,11000,1600,4
Anekal,620,23.5,2
8th Phase JP Nagar,1605,65,3
Thanisandra,1917,110,3
Nagarbhavi,1200,340,4
other,2750,943,3
Sarjapur  Road,1400,55,3
Thubarahalli,2625,175,3
Sahakara Nagar,1100,55,2
Hennur Road,2041,128,3
Sarjapur  Road,2070,160,3
Hebbal,1110,59,3
other,1650,110,3
Ambedkar Nagar,3565,255,4
Varthur Road,1033,30.47,3
HSR Layout,1142,65,2
other,1500,75,3
Electronic City Phase II,1502,50,3
other,1176,45,3
Hosa Road,1063,32.8,2
Kammanahalli,1100,60,2
other,1044,85,2
Sarjapur  Road,5400,700,3
6th Phase JP Nagar,1216,60,2
other,1425,55,3
other,1200,150,8
Hosur Road,1345,108,2
Marathahalli,1248,130,2
other,1830,325,4
other,900,130,2
Bellandur,3600,245,4
Uttarahalli,1025,35.88,2
other,840,99,2
Lakshminarayana Pura,3050,90,3
Kadubeesanahalli,1424,75,3
EPIP Zone,2500,268,3
ISRO Layout,1200,230,6
other,1285,45,2
Babusapalaya,1450,55.99,2
Raja Rajeshwari Nagar,1160,70,2
Yelahanka New Town,2700,350,3
other,2000,95,3
Uttarahalli,1125,47.65,2
Old Madras Road,3900,175,4
Raja Rajeshwari Nagar,1133,38.37,2
Arekere,1240,60,2
Devanahalli,1466,77.59,3
other,3870,411,4
Ramagondanahalli,1610,115,3
Sarjapur  Road,1220,56,3
Kaggadasapura,1225,48,2
Akshaya Nagar,1300,54,2
Thanisandra,1996,123,3
other,1320,55,3
Rajaji Nagar,1800,240,3
other,1835,175,3
Sarjapur  Road,1435,90,3
Whitefield,4097,400,3
Rayasandra,1601,70,3
Kadubeesanahalli,1257,93,2
Iblur Village,3596,260,4
Kasavanhalli,1309,95,2
Yeshwanthpur,1362,100,2
Whitefield,1115,55,2
Whitefield,1870,90,3
other,1322,61.99,2
other,1450,65,3
Banashankari,1185,67,2
7th Phase JP Nagar,1790,120,3
Whitefield,3450,208,3
Rachenahalli,1050,52.5,2
Budigere,693,27.375,1
Sarjapur  Road,5400,750,4
Devanahalli,775,39,1
Hoodi,1000,48,2
Thanisandra,1183,77.25,2
Binny Pete,1282,178,3
other,425,15,1
other,820,30,2
other,2230,792,4
Hebbal,1200,52,2
Ramagondanahalli,1151,43.6,2
Hulimavu,1320,59,3
other,1450,68,3
Poorna Pragna Layout,1270,50.79,3
Hegde Nagar,1847,123,3
Devanahalli,1020,49.87,1
Somasundara Palya,1650,95,3
other,2380,242,4
Electronic City,2400,78,3
Begur Road,1160,44,2
Haralur Road,2805,154,4
Mysore Road,1360,47.6,3
Brookefield,1089,49,2
Yelahanka,1115,60,2
Kudlu Gate,1215,45,2
Sarjapur  Road,1194,51,2
Kannamangala,1536,104,3
Hennur,1255,55.5,2
Electronic City,1571,83,3
other,900,70,2
other,1517,125,2
Budigere,664,35.4,1
Devarachikkanahalli,1230,58,2
Hegde Nagar,1340,72,2
Attibele,1175,29.38,2
Benson Town,3569,600,4
Sarjapur,1240,43.1,2
Electronic City,1470,44.1,3
Kanakpura Road,525,29.25,1
7th Phase JP Nagar,1680,117,3
other,1000,35,2
Gunjur,1071,51,2
Sector 2 HSR Layout,1512,80,3
Frazer Town,3435,341,4
other,3144,455,3
Kalyan nagar,1190,60,2
Pattandur Agrahara,1550,80,3
Kanakpura Road,1283,63.22,2
Mallasandra,1325,73,2
Whitefield,1105,35.36,2
Banaswadi,1600,74.5,3
other,400,35,4
Kanakpura Road,800,41.145,2
Hennur,1100,44.55,2
Talaghattapura,2099,147,3
Yelachenahalli,1365,72,3
Hebbal Kempapura,1485,132,2
Hosur Road,1250,55,2
Chikkalasandra,1290,56.12,3
Bellandur,1170,46.79,2
Kanakpura Road,1328,91.06,2
Hennur Road,1232,87,2
1st Phase JP Nagar,1180,88.5,2
Electronic City,1350,66,3
other,3602,280,4
Nagasandra,2400,145,4
Electronic City Phase II,1020,32,2
Begur Road,1410,49.34,3
other,2159,120,3
TC Palaya,1200,66,3
Hennur,1255,57.5,2
Whitefield,1074,42.79,2
other,1200,72,3
Sarjapur,1170,35.41,3
Tumkur Road,728.5,31.315,1
Bommanahalli,1660,100,3
other,900,95,5
other,1850,175,6
other,510,34,1
